Entity, Code, Year,us,international
Latvia,LVA,2008,16348.53121,19432.2592
Latvia,LVA,2009,12219.37379,16889.03651
Latvia,LVA,2010,11326.21947,17592.62793
Latvia,LVA,2011,13702.68947,19773.24353
Latvia,LVA,2012,13822.80559,21252.7179
Latvia,LVA,2013,15032.22924,22696.81122
Lebanon,LBN,2003,5425.66907,10199.93341
Lebanon,LBN,2004,5424.22356,10635.28706
Lebanon,LBN,2005,5339.441291,10927.84895
Lebanon,LBN,2006,5372.065899,11240.14171
Lebanon,LBN,2007,6014.271115,12528.2409
Lebanon,LBN,2008,7012.775759,13856.42297
Lebanon,LBN,2009,8400.268878,15134.80035
Lebanon,LBN,2010,8763.826274,15951.95653
Lebanon,LBN,2011,8734.900653,15694.96566
Lebanon,LBN,2012,8787.946608,15245.76017
Lebanon,LBN,2013,8406.285153,14565.7376
Lesotho,LSO,2003,603.636279,1589.687042
Lesotho,LSO,2004,781.5145936,1647.615436
Lesotho,LSO,2005,862.9463118,1745.3017
Lesotho,LSO,2006,915.7757504,1859.642439
Lesotho,LSO,2007,918.4327017,1984.166649
Lesotho,LSO,2008,934.4208563,2138.77709
Lesotho,LSO,2009,923.1360931,2180.361986
Lesotho,LSO,2010,1173.260212,2326.656062
Lesotho,LSO,2011,1352.384303,2503.173766
Lesotho,LSO,2012,1281.50016,2666.440334
Lesotho,LSO,2013,1196.01335,2731.966749
Liberia,LBR,2003,133.4945108,486.2156545
Liberia,LBR,2004,149.4452549,502.9640936
Liberia,LBR,2005,168.6480254,532.3540947
Liberia,LBR,2006,178.927099,572.7162985
Liberia,LBR,2007,210.3733292,618.8861988
Liberia,LBR,2008,232.061732,648.426741
Liberia,LBR,2009,303.0667491,661.1688639
Liberia,LBR,2010,327.4205097,685.5006861
Liberia,LBR,2011,379.6895803,734.3262738
Liberia,LBR,2012,415.0361958,786.1243216
Liberia,LBR,2013,454.1222236,847.1320298
Liechtenstein,LIE,2003,89469.75087,
Liechtenstein,LIE,2004,99848.61504,
Liechtenstein,LIE,2005,104994.0183,
Liechtenstein,LIE,2006,113983.1678,
Liechtenstein,LIE,2007,130267.2433,
Liechtenstein,LIE,2008,142973.8309,
Liechtenstein,LIE,2009,125945.0096,
Liechtenstein,LIE,2010,141165.0829,
Liechtenstein,LIE,2011,158283.0763,
Liechtenstein,LIE,2012,149295.646,
Liechtenstein,LIE,2013,173528.1505,
Lithuania,LTU,2003,5505.535669,12066.98194
Lithuania,LTU,2004,6706.966998,13040.66472
Lithuania,LTU,2005,7863.162009,14526.10421
Lithuania,LTU,2006,9240.642548,16494.01145
Lithuania,LTU,2007,12297.91535,19088.06126
Lithuania,LTU,2008,14961.56818,20744.07829
Lithuania,LTU,2009,11837.39103,18164.39629
Lithuania,LTU,2010,11984.86857,20129.68803
Lithuania,LTU,2011,14357.73679,22854.21007
Lithuania,LTU,2012,14341.08306,24657.87898
Lithuania,LTU,2013,15712.82376,26717.07501
Luxembourg,LUX,2003,65445.88503,60035.75547
Luxembourg,LUX,2004,75716.35108,64096.86448
Luxembourg,LUX,2005,80289.69641,68220.06448
Luxembourg,LUX,2006,89739.7117,77996.24278
Luxembourg,LUX,2007,106018.4928,83948.78655
Luxembourg,LUX,2008,114293.8433,86693.89512
Luxembourg,LUX,2009,103198.6693,82362.30945
Luxembourg,LUX,2010,104965.3061,85779.0824
Luxembourg,LUX,2011,115761.5077,92005.01684
Luxembourg,LUX,2012,106749.0136,91622.17742
Luxembourg,LUX,2013,113751.8005,95697.10157
Macao,MAC,2003,17809.59815,41266.79807
Macao,MAC,2004,22453.19235,52457.37334
Macao,MAC,2005,25058.53593,57162.64422
Macao,MAC,2006,29979.85447,65307.16446
Macao,MAC,2007,36402.56051,75131.93835
Macao,MAC,2008,40667.88423,77584.57133
Macao,MAC,2009,40881.38064,77553.35316
Macao,MAC,2010,52374.79445,96198.241
Macao,MAC,2011,66813.34974,116752.2116
Macao,MAC,2012,76496.36619,126863.41
Macao,MAC,2013,89524.84436,140037.1156
Madagascar,MDG,2003,316.7998965,1124.373507
Madagascar,MDG,2004,245.1235876,1180.242607
Madagascar,MDG,2005,274.8197023,1237.201112
Madagascar,MDG,2006,292.1507443,1300.704121
Madagascar,MDG,2007,377.8482928,1378.26419
Madagascar,MDG,2008,470.733254,1463.094812
Madagascar,MDG,2009,415.6893226,1375.638427
Madagascar,MDG,2010,412.7309341,1357.654563
Madagascar,MDG,2011,454.963464,1367.543082
Madagascar,MDG,2012,443.9061001,1396.203885
Madagascar,MDG,2013,461.7230722,1411.918029
Malawi,MWI,2003,260.1052517,684.8543688
Malawi,MWI,2004,274.2256294,721.9696787
Malawi,MWI,2005,280.3673842,748.0958764
Malawi,MWI,2006,297.6971211,783.9016678
Malawi,MWI,2007,320.2227274,855.7850727
Malawi,MWI,2008,372.842678,910.9173989
Malawi,MWI,2009,420.7379657,964.3149381
Malawi,MWI,2010,458.8681744,1012.067458
Malawi,MWI,2011,512.1254051,1051.185996
Malawi,MWI,2012,374.5018802,1058.912262
Malawi,MWI,2013,332.9223039,1099.200591
Malaysia,MYS,2003,4463.675893,14411.36407
Malaysia,MYS,2004,4955.477743,15507.21495
Malaysia,MYS,2005,5593.822995,16540.79421
Malaysia,MYS,2006,6222.982955,17667.75359
Malaysia,MYS,2007,7269.17114,19488.42784
Malaysia,MYS,2008,8513.629541,20162.89782
Malaysia,MYS,2009,7326.744435,19448.27568
Malaysia,MYS,2010,9071.356987,20680.32076
Malaysia,MYS,2011,10405.12062,21818.87569
Malaysia,MYS,2012,10779.49641,23007.12867
Malaysia,MYS,2013,10882.27842,24033.99905
Maldives,MDV,2003,3432.247841,6788.425933
Maldives,MDV,2004,3853.333408,7690.620625
Maldives,MDV,2005,3488.493769,7088.648653
Maldives,MDV,2006,4428.522898,8443.880725
Maldives,MDV,2007,5002.862285,9112.530361
Maldives,MDV,2008,5828.621374,10092.70551
Maldives,MDV,2009,5970.16059,9681.450619
Maldives,MDV,2010,6330.79498,10301.70575
Maldives,MDV,2011,6497.550443,11126.94559
Maldives,MDV,2012,6541.070465,11373.46296
Maldives,MDV,2013,7112.33575,11853.99048
Mali,MLI,2003,391.7912801,1456.524978
Mali,MLI,2004,439.3572924,1472.481882
Mali,MLI,2005,487.9402556,1567.708574
Mali,MLI,2006,521.6425796,1636.445353
Mali,MLI,2007,595.6368319,1681.662578
Mali,MLI,2008,689.6784228,1737.714752
Mali,MLI,2009,697.0153124,1774.06535
Mali,MLI,2010,708.3707632,1834.117059
Mali,MLI,2011,835.0889098,1874.70303
Mali,MLI,2012,777.3476868,1838.190576
Mali,MLI,2013,777.6059139,1856.267363
Malta,MLT,2003,13689.98999,20936.43446
Malta,MLT,2004,15109.05497,21416.18423
Malta,MLT,2005,15835.34667,22232.5243
Malta,MLT,2006,16671.5672,23237.2496
Malta,MLT,2007,19375.5696,24883.59202
Malta,MLT,2008,21928.70067,26193.13654
Malta,MLT,2009,20675.58259,26166.23352
Malta,MLT,2010,21087.79469,27862.85075
Malta,MLT,2011,22821.8407,28595.32256
Malta,MLT,2012,21930.80836,29442.56989
Malta,MLT,2013,23930.18808,31240.14324
Marshall Islands,MHL,2003,2434.714867,2613.206139
Marshall Islands,MHL,2004,2517.694051,2685.73837
Marshall Islands,MHL,2005,2646.133897,2849.435452
Marshall Islands,MHL,2006,2758.489189,2992.148698
Marshall Islands,MHL,2007,2893.369359,3177.372119
Marshall Islands,MHL,2008,2928.130147,3181.758273
Marshall Islands,MHL,2009,2917.262997,3144.974848
Marshall Islands,MHL,2010,3142.609442,3381.540501
Marshall Islands,MHL,2011,3286.416581,3501.420746
Marshall Islands,MHL,2012,3513.962364,3689.353766
Marshall Islands,MHL,2013,3617.752354,3827.928886
Mauritania,MRT,2003,528.5806613,2302.994958
Mauritania,MRT,2004,602.547286,2431.841423
Mauritania,MRT,2005,697.7451989,2658.436435
Mauritania,MRT,2006,944.1304851,3166.192905
Mauritania,MRT,2007,1013.31028,3249.220341
Mauritania,MRT,2008,1167.535689,3255.497599
Mauritania,MRT,2009,1046.838051,3154.620763
Mauritania,MRT,2010,1203.383675,3249.876929
Mauritania,MRT,2011,1393.261593,3371.994582
Mauritania,MRT,2012,1364.283745,3526.34393
Mauritania,MRT,2013,1450.578038,3689.8449
Mauritius,MUS,2003,4623.347642,9876.46913
Mauritius,MUS,2004,5229.876738,10664.04277
Mauritius,MUS,2005,5116.045424,11078.02723
Mauritius,MUS,2006,5695.969327,12335.63549
Mauritius,MUS,2007,6574.654338,13328.34086
Mauritius,MUS,2008,8030.063005,14270.16945
Mauritius,MUS,2009,7318.12641,14815.80799
Mauritius,MUS,2010,8000.376432,15616.00684
Mauritius,MUS,2011,9197.026972,16561.77098
Mauritius,MUS,2012,9291.227619,17408.1887
Mauritius,MUS,2013,9637.00265,18243.51278
Mexico,MEX,2003,6751.998987,10713.42841
Mexico,MEX,2004,7199.059665,11330.65912
Mexico,MEX,2005,7986.798439,12212.85479
Mexico,MEX,2006,8767.920258,13298.25613
Mexico,MEX,2007,9330.341687,13877.28538
Mexico,MEX,2008,9689.052887,14436.81504
Mexico,MEX,2009,7748.123301,14092.23703
Mexico,MEX,2010,8959.581416,14764.81003
Mexico,MEX,2011,9834.472689,15922.89816
Mexico,MEX,2012,9820.532572,16457.09495
Mexico,MEX,2013,10298.86766,16683.30143
Monaco,MCO,2003,108978.4897,
Monaco,MCO,2004,123382.0149,
Monaco,MCO,2005,126655.5981,
Monaco,MCO,2006,135535.0024,
Monaco,MCO,2007,170156.6944,
Monaco,MCO,2008,192989.1895,
Monaco,MCO,2009,152111.598,
Monaco,MCO,2010,144246.3688,
Monaco,MCO,2011,162009.8778,
Mongolia,MNG,2003,646.0561295,4377.923269
Mongolia,MNG,2004,797.8377432,4921.366938
Mongolia,MNG,2005,998.8226671,5384.323061
Mongolia,MNG,2006,1334.651896,5950.249147
Mongolia,MNG,2007,1634.081431,6647.15375
Mongolia,MNG,2008,2139.625631,7278.375516
Mongolia,MNG,2009,1717.898761,7131.643482
Mongolia,MNG,2010,2650.353659,7552.665573
Mongolia,MNG,2011,3769.595255,8881.484717
Mongolia,MNG,2012,4368.082248,9969.14017
Mongolia,MNG,2013,4385.379355,11093.85002
Montenegro,MNE,2003,2789.10735,7332.187702
Montenegro,MNE,2004,3380.199535,7840.739325
Montenegro,MNE,2005,3674.617924,8313.662219
Montenegro,MNE,2006,4383.595097,10354.47258
Montenegro,MNE,2007,5957.145693,12402.41502
Montenegro,MNE,2008,7325.703474,13737.72309
Montenegro,MNE,2009,6698.079439,12981.8147
Montenegro,MNE,2010,6682.281158,13661.36953
Montenegro,MNE,2011,7318.742449,14472.39423
Montenegro,MNE,2012,6586.719209,13863.86325
Montenegro,MNE,2013,7186.429787,14883.58359
Morocco,MAR,2003,1721.973863,4257.963493
Morocco,MAR,2004,1948.812275,4530.82369
Morocco,MAR,2005,2013.755559,4773.984071
Morocco,MAR,2006,2191.478567,5232.009118
Morocco,MAR,2007,2494.353552,5496.643132
Morocco,MAR,2008,2884.94776,5866.564216
Morocco,MAR,2009,2861.554005,6086.340164
Morocco,MAR,2010,2834.20472,6312.915427
Morocco,MAR,2011,3039.916016,6688.402606
Morocco,MAR,2012,2904.746728,6916.435024
Morocco,MAR,2013,3111.762887,7239.873106
Mozambique,MOZ,2003,283.8911588,564.3082393
Mozambique,MOZ,2004,336.3318145,606.7713797
Mozambique,MOZ,2005,369.1545359,661.0487226
Mozambique,MOZ,2006,385.7567141,726.7897526
Mozambique,MOZ,2007,422.1461573,778.3873547
Mozambique,MOZ,2008,503.1277109,823.7864481
Mozambique,MOZ,2009,463.852618,857.3459027
Mozambique,MOZ,2010,419.2258149,899.1987281
Mozambique,MOZ,2011,526.5313517,954.7991162
Mozambique,MOZ,2012,566.0513873,1012.437187
Mozambique,MOZ,2013,605.9856081,1070.663568
Myanmar,MMR,2003,219.782326,1507.493596
Myanmar,MMR,2004,219.8156688,1742.632258
Myanmar,MMR,2005,247.2427006,2025.540178
Myanmar,MMR,2006,296.9007284,2343.183622
Myanmar,MMR,2007,410.4500001,2676.190656
Myanmar,MMR,2008,643.9513703,2989.784895
Myanmar,MMR,2009,741.0777116,3308.846366
Myanmar,MMR,2010,987.7365832,3645.936435
Myanmar,MMR,2011,1186.423937,3898.414627
Myanmar,MMR,2012,1171.508257,4225.119352
Myanmar,MMR,2013,1168.803947,4613.339782
Namibia,NAM,2003,2482.36862,5416.672926
Namibia,NAM,2004,3288.257373,6177.919402
Namibia,NAM,2005,3573.146387,6464.093344
Namibia,NAM,2006,3881.209535,7052.267894
Namibia,NAM,2007,4202.510968,7629.285893
Namibia,NAM,2008,4029.065061,7884.762889
Namibia,NAM,2009,4153.497885,7853.818998
Namibia,NAM,2010,5191.583081,8289.696027
Namibia,NAM,2011,5600.971392,8721.255524
Namibia,NAM,2012,5749.404752,9132.342914
Namibia,NAM,2013,5488.131712,9581.97861
Nauru,NRU,2007,2028.063733,3726.448419
Nauru,NRU,2008,3914.956935,5121.55759
Nauru,NRU,2009,4416.728353,5617.956282
Nauru,NRU,2010,4912.599558,6459.080878
Nauru,NRU,2011,7233.946609,7339.304367
Nauru,NRU,2012,10099.422,8050.704559
Nauru,NRU,2013,10036.18321,10429.8055
Nepal,NPL,2003,253.7200412,1341.498888
Nepal,NPL,2004,287.4001056,1422.473508
Nepal,NPL,2005,317.089198,1499.722461
Nepal,NPL,2006,348.6314534,1579.309241
Nepal,NPL,2007,393.8843518,1659.113785
Nepal,NPL,2008,473.8444409,1777.233566
Nepal,NPL,2009,480.7200909,1853.338355
Nepal,NPL,2010,592.1835216,1945.806681
Nepal,NPL,2011,692.1166842,2031.087465
Nepal,NPL,2012,681.7925868,2142.098495
Nepal,NPL,2013,688.6172788,2239.403285
Netherlands,NLD,2003,35245.16407,33701.44031
Netherlands,NLD,2004,39954.64222,35440.76332
Netherlands,NLD,2005,41577.16009,37265.34509
Netherlands,NLD,2006,44453.97119,40620.75965
Netherlands,NLD,2007,51241.31562,43462.04905
Netherlands,NLD,2008,56928.82048,45843.89223
Netherlands,NLD,2009,51900.34009,44090.32519
Netherlands,NLD,2010,50338.25483,44585.52623
Netherlands,NLD,2011,53540.60536,46066.65241
Netherlands,NLD,2012,49474.70561,46707.26971
Netherlands,NLD,2013,51574.48942,48666.31785
New Zealand,NZL,2003,21913.70817,23963.53112
New Zealand,NZL,2004,25420.39935,25086.62497
New Zealand,NZL,2005,27750.89515,25677.26149
New Zealand,NZL,2006,26670.86452,27767.22048
New Zealand,NZL,2007,32509.73471,29386.94768
New Zealand,NZL,2008,31287.77865,29860.37025
New Zealand,NZL,2009,28200.94193,30699.30419
New Zealand,NZL,2010,33691.34837,31263.78579
New Zealand,NZL,2011,38426.55081,32734.53667
New Zealand,NZL,2012,39970.25624,32986.03121
New Zealand,NZL,2013,42889.88141,36169.44879
Nicaragua,NIC,2003,1015.565314,2959.810136
Nicaragua,NIC,2004,1091.505157,3161.236389
Nicaragua,NIC,2005,1175.116225,3358.645014
Nicaragua,NIC,2006,1240.992617,3546.813453
Nicaragua,NIC,2007,1344.301871,3776.233358
Nicaragua,NIC,2008,1518.805386,3931.054301
Nicaragua,NIC,2009,1464.497754,3781.76748
Nicaragua,NIC,2010,1526.497938,3947.216766
Nicaragua,NIC,2011,1682.957924,4231.497518
Nicaragua,NIC,2012,1792.038045,4535.284737
Nicaragua,NIC,2013,1847.198049,4779.773333
Niger,NER,2003,215.8050408,658.87221
Niger,NER,2004,232.5661574,653.3958276
Niger,NER,2005,250.0383731,679.3362639
Niger,NER,2006,258.0463873,713.8950093
Niger,NER,2007,292.55962,728.3174884
Niger,NER,2008,354.8185998,783.8666854
Niger,NER,2009,341.2894618,755.1622156
Niger,NER,2010,348.151511,797.5117415
Niger,NER,2011,375.5819866,801.6042311
Niger,NER,2012,391.5155024,878.47678
Niger,NER,2013,416.1400838,904.2634903
Niger,NER,2003,215.8050408,658.87221
Niger,NER,2004,232.5661574,653.3958276
Niger,NER,2005,250.0383731,679.3362639
Niger,NER,2006,258.0463873,713.8950093
Niger,NER,2007,292.55962,728.3174884
Niger,NER,2008,354.8185998,783.8666854
Niger,NER,2009,341.2894618,755.1622156
Niger,NER,2010,348.151511,797.5117415
Niger,NER,2011,375.5819866,801.6042311
Niger,NER,2012,391.5155024,878.47678
Niger,NER,2013,416.1400838,904.2634903
Nigeria,NGA,2003,512.650719,2650.976241
Nigeria,NGA,2004,648.8150852,3550.744733
Nigeria,NGA,2005,807.8938738,3694.485774
Nigeria,NGA,2006,1019.743286,4014.48935
Nigeria,NGA,2007,1136.829645,4288.395313
Nigeria,NGA,2008,1383.893354,4525.212182
Nigeria,NGA,2009,1097.661422,4747.714933
Nigeria,NGA,2010,2327.32067,5045.978167
Nigeria,NGA,2011,2527.942003,5259.295504
Nigeria,NGA,2012,2755.297787,5437.807117
Nigeria,NGA,2013,2996.964302,5670.102575
Northern Mariana Islands,MNP,2003,18376.79096,
Northern Mariana Islands,MNP,2004,18427.42488,
Northern Mariana Islands,MNP,2005,16644.70382,
Northern Mariana Islands,MNP,2006,16048.50214,
Northern Mariana Islands,MNP,2007,15761.26225,
Northern Mariana Islands,MNP,2008,16350.05485,
Northern Mariana Islands,MNP,2009,14279.55599,
Northern Mariana Islands,MNP,2010,14681.02308,
Northern Mariana Islands,MNP,2011,13628.08166,
Northern Mariana Islands,MNP,2012,13980.41625,
Northern Mariana Islands,MNP,2013,14434.82123,
Norway,NOR,2003,50111.65445,38530.80313
Norway,NOR,2004,57570.26916,42516.43221
Norway,NOR,2005,66775.3944,47772.43008
Norway,NOR,2006,74114.69715,54110.88265
Norway,NOR,2007,85128.65759,55847.13872
Norway,NOR,2008,96880.50961,61676.11957
Norway,NOR,2009,80017.77681,55459.98967
Norway,NOR,2010,87646.75346,57995.86019
Norway,NOR,2011,100574.9861,62060.95853
Norway,NOR,2012,101563.7027,65380.24599
Norway,NOR,2013,102910.435,66959.29085
Oman,OMN,2003,9069.810206,35298.35495
Oman,OMN,2004,10129.28886,35843.54282
Oman,OMN,2005,12376.97936,36913.87857
Oman,OMN,2006,14408.0505,38978.70023
Oman,OMN,2007,15805.13226,40545.66761
Oman,OMN,2008,22075.03536,43170.35665
Oman,OMN,2009,16784.34616,44172.88
Oman,OMN,2010,19280.74739,44417.76806
Oman,OMN,2011,20986.00036,42121.26212
Oman,OMN,2012,22134.91006,43822.19815
Oman,OMN,2013,21268.7564,43386.32651
Pakistan,PAK,2003,563.594342,3037.222837
Pakistan,PAK,2004,649.8048233,3282.315892
Pakistan,PAK,2005,711.4699463,3573.525102
Pakistan,PAK,2006,873.7702727,3831.577823
Pakistan,PAK,2007,950.4327931,4040.345942
Pakistan,PAK,2008,1039.312088,4104.907382
Pakistan,PAK,2009,1006.603999,4166.508041
Pakistan,PAK,2010,1040.142268,4196.955809
Pakistan,PAK,2011,1226.215314,4309.763713
Pakistan,PAK,2012,1261.208967,4447.90271
Pakistan,PAK,2013,1272.441061,4619.744539
Palau,PLW,2003,8116.751269,11597.76027
Palau,PLW,2004,8851.747122,12677.56354
Palau,PLW,2005,9710.640008,13182.09864
Palau,PLW,2006,9729.162502,13144.5549
Palau,PLW,2007,9743.487771,13417.46886
Palau,PLW,2008,9793.355745,12844.66577
Palau,PLW,2009,9163.307443,11701.6897
Palau,PLW,2010,8978.993649,12157.3001
Palau,PLW,2011,9704.35458,12952.30756
Palau,PLW,2012,10318.91319,13508.73291
Palau,PLW,2013,10932.12237,13288.75982
Panama,PAN,2003,4267.13578,8979.202572
Panama,PAN,2004,4591.892776,9736.941397
Panama,PAN,2005,4916.54886,10575.91228
Panama,PAN,2006,5348.518399,11629.48404
Panama,PAN,2007,6068.086607,13130.12604
Panama,PAN,2008,6973.92804,14282.29774
Panama,PAN,2009,7429.628274,14362.96335
Panama,PAN,2010,7937.259931,15107.42948
Panama,PAN,2011,9270.723171,16939.88317
Panama,PAN,2012,10589.82713,18518.8416
Panama,PAN,2013,11685.97983,19721.9435
Papua New Guinea,PNG,2003,588.3582595,1420.338192
Papua New Guinea,PNG,2004,637.3616215,1462.41803
Papua New Guinea,PNG,2005,770.5773486,1566.303803
Papua New Guinea,PNG,2006,854.3469021,1611.761482
Papua New Guinea,PNG,2007,956.6608952,1730.820994
Papua New Guinea,PNG,2008,1178.702469,1837.292364
Papua New Guinea,PNG,2009,1166.66337,1919.613138
Papua New Guinea,PNG,2010,1366.879112,2044.848991
Papua New Guinea,PNG,2011,1770.867119,2258.553251
Papua New Guinea,PNG,2012,2071.318741,2432.15306
Papua New Guinea,PNG,2013,2029.953604,2552.626024
Paraguay,PRY,2003,1174.779347,4996.038586
Paraguay,PRY,2004,1408.527976,5251.990099
Paraguay,PRY,2005,1507.145691,5448.980231
Paraguay,PRY,2006,1809.710539,5799.018833
Paraguay,PRY,2007,2312.192926,6188.424453
Paraguay,PRY,2008,3059.992184,6621.219162
Paraguay,PRY,2009,2599.596259,6322.535061
Paraguay,PRY,2010,3225.591754,7142.057039
Paraguay,PRY,2011,3988.011894,7504.653644
Paraguay,PRY,2012,3855.537735,7447.108184
Paraguay,PRY,2013,4479.905858,8514.08188
Peru,PER,2003,2180.250997,5858.862946
Peru,PER,2004,2448.143899,6240.731544
Peru,PER,2005,2754.780029,6762.772656
Peru,PER,2006,3171.498056,7404.295238
Peru,PER,2007,3611.21047,8148.92185
Peru,PER,2008,4208.878011,8956.515287
Peru,PER,2009,4166.093387,9010.325505
Peru,PER,2010,5022.493191,9755.149148
Peru,PER,2011,5771.565878,10449.09326
Peru,PER,2012,6387.785281,11145.5119
Peru,PER,2013,6583.116248,11828.80684
Philippines,PHL,2003,1010.553196,3729.011059
Philippines,PHL,2004,1079.03715,4008.678809
Philippines,PHL,2005,1194.697155,4255.159861
Philippines,PHL,2006,1391.772325,4535.140605
Philippines,PHL,2007,1672.685433,4881.396479
Philippines,PHL,2008,1919.466195,5100.535714
Philippines,PHL,2009,1825.341521,5115.481643
Philippines,PHL,2010,2129.499242,5483.620757
Philippines,PHL,2011,2352.518156,5707.204842
Philippines,PHL,2012,2581.818554,6099.120754
Philippines,PHL,2013,2760.289146,6526.650182
Poland,POL,2003,5693.52416,12256.4189
Poland,POL,2004,6681.178818,13350.52408
Poland,POL,2005,8021.251569,13895.92354
Poland,POL,2006,9040.770206,15150.8957
Poland,POL,2007,11260.31852,16781.37789
Poland,POL,2008,14001.44688,18310.44321
Poland,POL,2009,11527.59323,19266.12953
Poland,POL,2010,12599.52486,21089.01108
Poland,POL,2011,13893.18768,22850.47842
Poland,POL,2012,13145.10484,23832.72702
Poland,POL,2013,13780.54911,24718.4568
Portugal,PRT,2003,15772.7334,20839.63403
Portugal,PRT,2004,18045.5881,21490.81623
Portugal,PRT,2005,18784.9485,22739.58966
Portugal,PRT,2006,19821.44463,24669.56698
Portugal,PRT,2007,22780.05845,25695.86767
Portugal,PRT,2008,24815.60884,26631.56396
Portugal,PRT,2009,23063.97161,26496.18036
Portugal,PRT,2010,22538.65408,27360.96112
Portugal,PRT,2011,23196.18375,26780.21491
Portugal,PRT,2012,20577.40264,26454.1026
Portugal,PRT,2013,21618.73534,27899.50947
Puerto Rico,PRI,2003,19820.20729,30727.86275
Puerto Rico,PRI,2004,20988.99233,32122.19033
Puerto Rico,PRI,2005,21959.32271,33392.4209
Puerto Rico,PRI,2006,22935.94115,34256.91035
Puerto Rico,PRI,2007,23664.88235,34198.68848
Puerto Rico,PRI,2008,24898.33884,34443.78037
Puerto Rico,PRI,2009,25768.73605,34071.24489
Puerto Rico,PRI,2010,26435.74019,33756.81593
Puerto Rico,PRI,2011,27278.87489,34195.64085
Puerto Rico,PRI,2012,27811.54815,34272.19499
Puerto Rico,PRI,2013,28703.74835,35023.68622
Qatar,QAT,2003,34176.98183,90348.99372
Qatar,QAT,2004,41818.35256,100426.5461
Qatar,QAT,2005,51488.49529,97767.19034
Qatar,QAT,2006,60256.55926,108831.2524
Qatar,QAT,2007,67005.61258,111959.8615
Qatar,QAT,2008,82967.37228,115012.4503
Qatar,QAT,2009,61478.23813,113312.8522
Qatar,QAT,2010,70306.22784,122609.4108
Qatar,QAT,2011,85948.07046,129349.9164
Qatar,QAT,2012,88564.82298,127610.2088
Qatar,QAT,2013,88304.87958,126913.0354
Romania,ROU,2003,2774.955806,7820.422076
Romania,ROU,2004,3552.92452,9137.526291
Romania,ROU,2005,4676.315183,9723.534337
Romania,ROU,2006,5828.745662,11694.25581
Romania,ROU,2007,8214.185378,13442.61225
Romania,ROU,2008,10136.47356,16302.02586
Romania,ROU,2009,8220.108329,16013.18023
Romania,ROU,2010,8297.483621,17180.51047
Romania,ROU,2011,9200.277825,18094.96422
Romania,ROU,2012,8558.397606,18983.33068
Romania,ROU,2013,9585.266593,19877.45154
Rwanda,RWA,2003,212.6619491,765.3915035
Rwanda,RWA,2004,236.9114381,831.5255923
Rwanda,RWA,2005,287.0931877,920.766713
Rwanda,RWA,2006,342.3656294,1012.478964
Rwanda,RWA,2007,404.8533039,1090.846245
Rwanda,RWA,2008,500.6687264,1203.148258
Rwanda,RWA,2009,539.1538211,1253.737805
Rwanda,RWA,2010,563.4910487,1325.781621
Rwanda,RWA,2011,617.3107648,1421.185929
Rwanda,RWA,2012,678.0796973,1535.482646
Rwanda,RWA,2013,688.8768557,1592.823423
Saint Kitts and Nevis,KNA,2003,9847.603546,16939.39355
Saint Kitts and Nevis,KNA,2004,10476.36357,17782.946
Saint Kitts and Nevis,KNA,2005,11173.76056,19702.29004
Saint Kitts and Nevis,KNA,2006,12928.6329,20423.90676
Saint Kitts and Nevis,KNA,2007,13538.92858,20689.53149
Saint Kitts and Nevis,KNA,2008,14681.36684,22178.10625
Saint Kitts and Nevis,KNA,2009,14212.33957,21435.71875
Saint Kitts and Nevis,KNA,2010,13704.25445,20979.06198
Saint Kitts and Nevis,KNA,2011,14483.44351,21689.30389
