Entity, Code, Year,us,international
Saint Kitts and Nevis,KNA,2012,13965.55811,21711.94624
Saint Kitts and Nevis,KNA,2013,14823.74859,23180.10555
Saint Lucia,LCA,2003,5117.859195,8276.905538
Saint Lucia,LCA,2004,5504.479,9082.870502
Saint Lucia,LCA,2005,5810.177324,9245.906004
Saint Lucia,LCA,2006,6424.257427,10076.93316
Saint Lucia,LCA,2007,6877.518168,10327.02701
Saint Lucia,LCA,2008,7014.985314,10844.21205
Saint Lucia,LCA,2009,6905.251306,10772.70825
Saint Lucia,LCA,2010,7196.041342,10622.28946
Saint Lucia,LCA,2011,7367.020393,10789.17214
Saint Lucia,LCA,2012,7428.806631,10766.62182
Saint Lucia,LCA,2013,7503.428129,10895.9278
Saint Vincent and the Grenadines,VCT,2003,4446.758618,7355.446827
Saint Vincent and the Grenadines,VCT,2004,4808.215911,7856.665659
Saint Vincent and the Grenadines,VCT,2005,5064.451065,8297.089193
Saint Vincent and the Grenadines,VCT,2006,5609.649007,9195.722438
Saint Vincent and the Grenadines,VCT,2007,5977.544681,9279.215456
Saint Vincent and the Grenadines,VCT,2008,6370.437886,10081.1108
Saint Vincent and the Grenadines,VCT,2009,6177.610514,9936.444577
Saint Vincent and the Grenadines,VCT,2010,6231.770232,9714.99908
Saint Vincent and the Grenadines,VCT,2011,6183.676822,9871.648577
Saint Vincent and the Grenadines,VCT,2012,6338.117781,10193.50417
Saint Vincent and the Grenadines,VCT,2013,6597.211381,10548.69245
Samoa,WSM,2003,1907.209417,4162.730362
Samoa,WSM,2004,2351.033814,4447.004781
Samoa,WSM,2005,2571.262348,4750.376751
Samoa,WSM,2006,2807.963899,4960.601363
Samoa,WSM,2007,3022.543121,5379.200683
Samoa,WSM,2008,3509.820223,5502.633675
Samoa,WSM,2009,3035.112838,5240.709277
Samoa,WSM,2010,3453.487434,5290.660663
Samoa,WSM,2011,3942.009827,5667.490534
Samoa,WSM,2012,4234.554443,5748.263641
Samoa,WSM,2013,4219.065123,5681.20542
San Marino,SMR,2003,39411.15762,
San Marino,SMR,2004,45637.00667,
San Marino,SMR,2005,47038.87156,
San Marino,SMR,2006,49604.9215,
San Marino,SMR,2007,56295.40528,
San Marino,SMR,2008,62596.94756,
Sao Tome and Principe,STP,2003,649.3402153,1764.036147
Sao Tome and Principe,STP,2004,693.3045683,1837.457262
Sao Tome and Principe,STP,2005,810.860157,1983.3395
Sao Tome and Principe,STP,2006,843.8009447,2178.848988
Sao Tome and Principe,STP,2007,894.0927988,2256.185213
Sao Tome and Principe,STP,2008,1126.462102,2431.922089
Sao Tome and Principe,STP,2009,1099.571046,2452.539599
Sao Tome and Principe,STP,2010,1129.754961,2588.079743
Sao Tome and Principe,STP,2011,1304.326189,2695.629542
Sao Tome and Principe,STP,2012,1380.949959,2768.233515
Sao Tome and Principe,STP,2013,1619.532678,2882.867239
Saudi Arabia,SAU,2003,9567.458285,35550.27719
Saudi Arabia,SAU,2004,11138.80746,38293.23543
Saudi Arabia,SAU,2005,13739.82945,40547.13447
Saudi Arabia,SAU,2006,15334.66994,41782.54408
Saudi Arabia,SAU,2007,16472.16605,42520.35502
Saudi Arabia,SAU,2008,20037.83234,44841.92932
Saudi Arabia,SAU,2009,16094.2931,43055.81069
Saudi Arabia,SAU,2010,19259.58726,44502.41931
Saudi Arabia,SAU,2011,23770.74739,48524.63249
Saudi Arabia,SAU,2012,25303.09462,50573.39065
Saudi Arabia,SAU,2013,24934.38614,51264.86615
Senegal,SEN,2003,642.7663113,1665.857782
Senegal,SEN,2004,733.0581811,1765.019728
Senegal,SEN,2005,773.8698713,1873.737614
Senegal,SEN,2006,809.8038296,1926.534515
Senegal,SEN,2007,950.3978522,2020.104627
Senegal,SEN,2008,1100.336708,2077.764364
Senegal,SEN,2009,1020.566464,2084.997148
Senegal,SEN,2010,1001.631377,2136.480863
Senegal,SEN,2011,1080.253021,2154.817596
Senegal,SEN,2012,1036.405018,2223.996483
Senegal,SEN,2013,1048.912351,2269.643472
Serbia,SRB,2003,2832.490652,7197.446245
Serbia,SRB,2004,3331.228766,8070.176454
Serbia,SRB,2005,3528.131008,8707.009057
Serbia,SRB,2006,4129.758741,9615.708895
Serbia,SRB,2007,5458.121718,10472.10853
Serbia,SRB,2008,6701.773913,11921.83264
Serbia,SRB,2009,5821.305397,11841.77607
Serbia,SRB,2010,5411.877404,12098.74634
Serbia,SRB,2011,6423.291783,12967.82735
Serbia,SRB,2012,5659.380204,13107.97215
Serbia,SRB,2013,6353.826383,13772.49685
Seychelles,SYC,2003,8524.961236,14134.48392
Seychelles,SYC,2004,10176.65871,14161.5154
Seychelles,SYC,2005,11092.51074,15859.91946
Seychelles,SYC,2006,12014.39987,17516.54847
Seychelles,SYC,2007,12154.82994,19755.66719
Seychelles,SYC,2008,11122.86207,19274.84812
Seychelles,SYC,2009,9706.95606,19131.33174
Seychelles,SYC,2010,10804.68447,19953.1605
Seychelles,SYC,2011,12189.09516,22556.58257
Seychelles,SYC,2012,12845.17363,24251.52397
Seychelles,SYC,2013,15687.34795,25655.82295
Sierra Leone,SLE,2003,263.7618312,862.726771
Sierra Leone,SLE,2004,263.1045817,901.6920778
Sierra Leone,SLE,2005,287.6891942,933.4998171
Sierra Leone,SLE,2006,322.313468,982.3090272
Sierra Leone,SLE,2007,358.8274716,1059.512973
Sierra Leone,SLE,2008,406.3759178,1110.935143
Sierra Leone,SLE,2009,394.5932439,1144.520751
Sierra Leone,SLE,2010,405.1284018,1192.596559
Sierra Leone,SLE,2011,445.052005,1246.252789
Sierra Leone,SLE,2012,561.8984239,1428.535497
Sierra Leone,SLE,2013,710.8186998,1712.832695
Singapore,SGP,2003,23573.62804,45799.71784
Singapore,SGP,2004,27405.27136,50911.46129
Singapore,SGP,2005,29869.85398,55172.92365
Singapore,SGP,2006,33579.85948,59999.29849
Singapore,SGP,2007,39223.58187,64466.04096
Singapore,SGP,2008,39721.04818,63438.30932
Singapore,SGP,2009,38577.55822,61646.83703
Singapore,SGP,2010,46569.67951,70646.82026
Singapore,SGP,2011,53166.67581,75013.18666
Singapore,SGP,2012,54431.16199,77429.42954
Singapore,SGP,2013,56029.18914,81287.83955
Slovakia,SVK,2003,8696.913242,14138.90916
Slovakia,SVK,2004,10654.79371,15198.91969
Slovakia,SVK,2005,11669.41975,16616.13454
Slovakia,SVK,2006,13139.03218,18875.52455
Slovakia,SVK,2007,16057.73314,21156.83045
Slovakia,SVK,2008,18650.35912,23691.64388
Slovakia,SVK,2009,16512.98197,23082.79056
Slovakia,SVK,2010,16600.61359,25010.54458
Slovakia,SVK,2011,18187.15744,25835.00476
Slovakia,SVK,2012,17274.6423,26647.42196
Slovakia,SVK,2013,18191.61279,27897.59857
Slovenia,SVN,2003,14880.47154,21132.38649
Slovenia,SVN,2004,17260.90151,22792.92798
Slovenia,SVN,2005,18169.18091,23945.25534
Slovenia,SVN,2006,19726.1265,25777.98669
Slovenia,SVN,2007,23841.31792,27594.79118
Slovenia,SVN,2008,27501.81027,29624.19018
Slovenia,SVN,2009,24633.79785,27504.07207
Slovenia,SVN,2010,23437.47202,27792.97798
Slovenia,SVN,2011,24985.24827,28804.70152
Slovenia,SVN,2012,22486.47167,28841.92306
Slovenia,SVN,2013,23150.31799,29531.95771
Solomon Islands,SLB,2003,744.7657423,1277.313806
Solomon Islands,SLB,2004,818.442619,1342.015196
Solomon Islands,SLB,2005,880.8748508,1424.361731
Solomon Islands,SLB,2006,948.6592511,1532.480501
Solomon Islands,SLB,2007,1046.931125,1648.976292
Solomon Islands,SLB,2008,1205.791067,1759.425752
Solomon Islands,SLB,2009,1158.282672,1651.002435
Solomon Islands,SLB,2010,1272.448025,1746.765157
Solomon Islands,SLB,2011,1642.837974,1969.206168
Solomon Islands,SLB,2012,1858.689868,2053.59537
Solomon Islands,SLB,2013,1880.5159,2103.955736
Somalia,SOM,2013,407.5432354,
South Africa,ZAF,2003,3775.608275,8650.316272
South Africa,ZAF,2004,4863.51688,9177.625274
South Africa,ZAF,2005,5414.634326,9846.093809
South Africa,ZAF,2006,5631.703485,10577.93938
South Africa,ZAF,2007,6125.039984,11289.4251
South Africa,ZAF,2008,5786.59972,11716.71554
South Africa,ZAF,2009,5888.602084,11462.61075
South Africa,ZAF,2010,7362.76139,11785.60514
South Africa,ZAF,2011,8049.954224,12243.87909
South Africa,ZAF,2012,7548.163698,12556.74847
South Africa,ZAF,2013,6876.953821,12879.59134
South Korea,KOR,2003,14209.38852,21374.49678
South Korea,KOR,2004,15907.66583,22947.22316
South Korea,KOR,2005,18639.52221,24196.42385
South Korea,KOR,2006,20888.38015,25827.7946
South Korea,KOR,2007,23060.70788,27822.86014
South Korea,KOR,2008,20430.63946,28655.98352
South Korea,KOR,2009,18291.9196,28320.31912
South Korea,KOR,2010,22086.95292,30376.87182
South Korea,KOR,2011,24079.78852,31228.5107
South Korea,KOR,2012,24358.78218,32097.164
South Korea,KOR,2013,25890.01867,32615.77259
South Sudan,SSD,2008,1678.711862,3570.761057
South Sudan,SSD,2009,1264.789908,3620.00879
South Sudan,SSD,2010,1562.239346,3713.258487
South Sudan,SSD,2011,1706.090713,3482.048396
South Sudan,SSD,2012,958.4550081,1846.74181
South Sudan,SSD,2013,1186.101325,2054.725606
Spain,ESP,2003,21495.70741,25054.49149
Spain,ESP,2004,24918.64584,26198.5836
Spain,ESP,2005,26510.71745,27702.46431
Spain,ESP,2006,28482.60948,30832.97075
Spain,ESP,2007,32709.40104,32584.25538
Spain,ESP,2008,35578.73619,33463.11447
Spain,ESP,2009,32333.4661,32423.60174
Spain,ESP,2010,30736.00228,31984.15525
Spain,ESP,2011,31834.21816,32067.19245
Spain,ESP,2012,28562.29324,31986.50036
Spain,ESP,2013,29210.09342,32602.03033
Sri Lanka,LKA,2003,989.4547732,4965.727538
Sri Lanka,LKA,2004,1074.606092,5339.521248
Sri Lanka,LKA,2005,1259.807591,5811.505852
Sri Lanka,LKA,2006,1448.76101,6400.816758
Sri Lanka,LKA,2007,1644.816372,6964.986319
Sri Lanka,LKA,2008,2054.489192,7467.591882
Sri Lanka,LKA,2009,2106.681584,7731.668695
Sri Lanka,LKA,2010,2819.511161,8389.990393
Sri Lanka,LKA,2011,3220.992615,9213.320943
Sri Lanka,LKA,2012,3350.521375,10163.85871
Sri Lanka,LKA,2013,3610.289374,10595.71291
Sudan,SDN,2003,477.7384078,2154.735328
Sudan,SDN,2004,565.0569459,2237.188411
Sudan,SDN,2005,679.7539949,2415.537115
Sudan,SDN,2006,893.8793645,2668.223752
Sudan,SDN,2007,1115.6952,2975.82959
Sudan,SDN,2008,1291.528826,3187.310976
Sudan,SDN,2009,1226.884381,3231.236495
Sudan,SDN,2010,1476.478087,3298.004749
Sudan,SDN,2011,1666.857757,3631.663456
Sudan,SDN,2012,1892.894352,4172.538735
Sudan,SDN,2013,1955.660799,4322.99132
Suriname,SUR,2003,2603.139009,9136.100343
Suriname,SUR,2004,3006.48773,10146.13355
Suriname,SUR,2005,3595.088055,10834.59221
Suriname,SUR,2006,5207.90002,11473.25284
Suriname,SUR,2007,5761.39536,12249.53953
Suriname,SUR,2008,6858.163158,12869.89825
Suriname,SUR,2009,7443.850178,13218.0631
Suriname,SUR,2010,8303.31332,13924.39072
Suriname,SUR,2011,8318.97692,14887.93681
Suriname,SUR,2012,9272.413453,15410.99649
Suriname,SUR,2013,9484.568098,15956.949
Swaziland,SWZ,2003,2020.994049,5243.645244
Swaziland,SWZ,2004,2529.633557,5544.021957
Swaziland,SWZ,2005,2873.862141,6006.335615
Swaziland,SWZ,2006,2937.360723,6476.094243
Swaziland,SWZ,2007,3047.48798,6834.034025
Swaziland,SWZ,2008,2842.438422,6901.29689
Swaziland,SWZ,2009,3032.517125,6932.265488
Swaziland,SWZ,2010,3690.239336,7148.912053
Swaziland,SWZ,2011,3934.273025,7323.997018
Swaziland,SWZ,2012,3851.501547,7668.816874
Swaziland,SWZ,2013,3598.705972,8174.434888
Sweden,SWE,2003,36961.42537,31470.89574
Sweden,SWE,2004,42442.22045,33551.70558
Sweden,SWE,2005,43085.35315,33967.18753
Sweden,SWE,2006,46256.4716,37439.83703
Sweden,SWE,2007,53324.37937,40563.8388
Sweden,SWE,2008,55746.84238,41853.69618
Sweden,SWE,2009,46207.0592,39693.3253
Sweden,SWE,2010,52076.25591,41667.83209
Sweden,SWE,2011,59593.28711,43755.06044
Sweden,SWE,2012,57134.07707,44724.97434
Sweden,SWE,2013,60283.24522,45673.17063
Switzerland,CHE,2003,47960.56497,37611.51842
Switzerland,CHE,2004,53255.97631,39135.82669
Switzerland,CHE,2005,54797.54663,40457.73086
Switzerland,CHE,2006,57348.92788,44951.62866
Switzerland,CHE,2007,63223.46778,49467.22055
Switzerland,CHE,2008,72119.56087,52317.57054
Switzerland,CHE,2009,69672.00471,51632.65359
Switzerland,CHE,2010,74276.71842,52935.80414
Switzerland,CHE,2011,87998.44468,55918.73283
Switzerland,CHE,2012,83164.38795,57590.70118
Switzerland,CHE,2013,84658.88768,59788.18931
Tajikistan,TJK,2003,236.3014438,1268.909122
Tajikistan,TJK,2004,309.2801834,1408.964496
Tajikistan,TJK,2005,337.359236,1519.740662
Tajikistan,TJK,2006,404.2872665,1641.034651
Tajikistan,TJK,2007,520.035956,1777.563579
Tajikistan,TJK,2008,706.0914128,1913.519713
Tajikistan,TJK,2009,666.3458569,1957.639749
Tajikistan,TJK,2010,738.3475227,2063.730411
Tajikistan,TJK,2011,834.5412953,2211.753822
Tajikistan,TJK,2012,954.7205253,2367.185366
Tajikistan,TJK,2013,1040.214412,2525.685528
Thailand,THA,2003,2358.930629,8855.494675
Thailand,THA,2004,2659.839108,9604.710478
Thailand,THA,2005,2893.651356,10262.10894
Thailand,THA,2006,3368.952576,11035.61459
Thailand,THA,2007,3972.206475,11878.03915
Thailand,THA,2008,4378.687406,12255.21202
Thailand,THA,2009,4212.054902,12201.36244
Thailand,THA,2010,5075.302176,13213.74775
Thailand,THA,2011,5491.159981,13535.13327
Thailand,THA,2012,5859.915622,14714.47502
Thailand,THA,2013,6171.262444,15293.25799
Togo,TGO,2003,310.4370144,1011.056235
Togo,TGO,2004,349.9937253,1033.423535
Togo,TGO,2005,372.1721837,1051.03368
Togo,TGO,2006,377.336029,1097.387813
Togo,TGO,2007,420.7604743,1121.731304
Togo,TGO,2008,513.391914,1137.992257
Togo,TGO,2009,499.6468713,1155.260187
Togo,TGO,2010,487.9238913,1183.839338
Togo,TGO,2011,562.3393592,1233.834912
Togo,TGO,2012,563.6894247,1282.532064
Togo,TGO,2013,579.434805,1319.659066
Tonga,TON,2003,2029.714718,4154.366563
Tonga,TON,2004,2284.307858,4227.46076
Tonga,TON,2005,2594.74999,4404.666303
Tonga,TON,2006,2892.522663,4474.419082
Tonga,TON,2007,2932.315883,4373.414411
Tonga,TON,2008,3392.64743,4568.277963
Tonga,TON,2009,3070.846563,4681.605487
Tonga,TON,2010,3547.590975,4883.072932
Tonga,TON,2011,4045.018866,5101.505373
Tonga,TON,2012,4501.542462,5223.009102
Tonga,TON,2013,4266.557174,5123.041478
Trinidad and Tobago,TTO,2003,8804.518666,19547.27675
Trinidad and Tobago,TTO,2004,10290.51914,21572.51352
Trinidad and Tobago,TTO,2005,12323.12705,23532.48931
Trinidad and Tobago,TTO,2006,14095.96337,27328.29287
Trinidad and Tobago,TTO,2007,16530.18044,29252.1188
Trinidad and Tobago,TTO,2008,21188.11857,30693.869
Trinidad and Tobago,TTO,2009,14508.8796,29429.34747
Trinidad and Tobago,TTO,2010,16683.94578,30628.54176
Trinidad and Tobago,TTO,2011,19053.97067,31012.71642
Trinidad and Tobago,TTO,2012,19152.05301,31830.51803
Trinidad and Tobago,TTO,2013,19607.83283,33038.96777
Tunisia,TUN,2003,2761.969249,6832.440281
Tunisia,TUN,2004,3112.835029,7400.072075
Tunisia,TUN,2005,3194.562243,7838.074031
Tunisia,TUN,2006,3371.71231,8424.454804
Tunisia,TUN,2007,3778.184171,9137.583448
Tunisia,TUN,2008,4310.093026,9609.707561
Tunisia,TUN,2009,4129.977335,9868.801433
Tunisia,TUN,2010,4140.15177,10225.25223
Tunisia,TUN,2011,4256.91279,10120.67717
Tunisia,TUN,2012,4137.554021,10595.87444
Tunisia,TUN,2013,4199.470253,10947.91384
Turkey,TUR,2003,4718.501291,9603.830371
Turkey,TUR,2004,6040.72953,10868.23306
Turkey,TUR,2005,7384.354661,11887.87499
Turkey,TUR,2006,8034.869161,13628.00258
Turkey,TUR,2007,9709.490246,14840.19836
Turkey,TUR,2008,10850.68975,16048.92019
Turkey,TUR,2009,9036.499911,15501.84711
Turkey,TUR,2010,10672.05693,17459.56972
Turkey,TUR,2011,11341.13395,19660.88949
Turkey,TUR,2012,11720.30843,20639.85867
Turkey,TUR,2013,12542.93565,22310.5364
Turkmenistan,TKM,2003,1283.885977,4691.967981
Turkmenistan,TKM,2004,1453.917166,5010.761804
Turkmenistan,TKM,2005,1704.51475,5783.426492
Turkmenistan,TKM,2006,2136.66815,6538.595025
Turkmenistan,TKM,2007,2600.371428,7363.082409
Turkmenistan,TKM,2008,3904.467675,8496.630693
Turkmenistan,TKM,2009,4036.459223,8952.453518
Turkmenistan,TKM,2010,4439.203,9741.305291
Turkmenistan,TKM,2011,5649.978486,11212.53851
Turkmenistan,TKM,2012,6675.262954,12460.7504
Turkmenistan,TKM,2013,7304.420525,13697.55492
Tuvalu,TUV,2003,1866.599625,2629.60253
Tuvalu,TUV,2004,2176.564747,2631.161647
Tuvalu,TUV,2005,2178.02921,2578.510535
Tuvalu,TUV,2006,2259.333279,2685.11966
Tuvalu,TUV,2007,2638.911845,2901.299964
Tuvalu,TUV,2008,2929.42164,3164.407458
Tuvalu,TUV,2009,2595.639908,3017.624474
Tuvalu,TUV,2010,3021.889528,2945.718682
Tuvalu,TUV,2011,3698.910096,3230.929323
Tuvalu,TUV,2012,3718.018711,3266.373502
Tuvalu,TUV,2013,3542.135089,3333.00182
Uganda,UGA,2003,237.9995917,984.8672694
Uganda,UGA,2004,288.0236949,1043.839132
Uganda,UGA,2005,315.7880227,1106.501459
Uganda,UGA,2006,336.4593923,1220.45138
Uganda,UGA,2007,401.8508631,1312.161474
Uganda,UGA,2008,449.6928183,1405.110656
Uganda,UGA,2009,647.0107732,1460.071148
Uganda,UGA,2010,594.9972557,1508.977415
Uganda,UGA,2011,584.3962137,1628.901607
Uganda,UGA,2012,647.704741,1665.263063
Uganda,UGA,2013,662.4922903,1694.444174
Ukraine,UKR,2003,1048.522488,5206.106632
Ukraine,UKR,2004,1367.352433,6042.184784
Ukraine,UKR,2005,1828.717626,6452.096195
Ukraine,UKR,2006,2303.018831,7184.203287
Ukraine,UKR,2007,3068.608998,8005.69176
Ukraine,UKR,2008,3891.037823,8395.812545
Ukraine,UKR,2009,2545.480341,7239.624226
Ukraine,UKR,2010,2965.142365,7666.219577
Ukraine,UKR,2011,3569.757027,8281.867126
Ukraine,UKR,2012,3855.42128,8475.471746
Ukraine,UKR,2013,4029.715504,8629.676994
United Arab Emirates,ARE,2003,33230.52318,82571.361
United Arab Emirates,ARE,2004,36161.17061,85090.28276
United Arab Emirates,ARE,2005,39439.80197,82205.94527
United Arab Emirates,ARE,2006,42372.22166,81305.37481
United Arab Emirates,ARE,2007,42672.61323,74698.27439
United Arab Emirates,ARE,2008,45758.90554,68902.19905
United Arab Emirates,ARE,2009,33072.57517,59160.00185
United Arab Emirates,ARE,2010,35049.14832,56415.07405
United Arab Emirates,ARE,2011,40462.31209,58404.01559
United Arab Emirates,ARE,2012,42112.23565,60914.80308
United Arab Emirates,ARE,2013,43350.64268,64713.13121
United Kingdom,GBR,2003,34007.88876,29898.23589
United Kingdom,GBR,2004,39824.76181,31617.61228
United Kingdom,GBR,2005,41524.06554,32274.76374
United Kingdom,GBR,2006,44016.72641,34332.30121
United Kingdom,GBR,2007,49949.15488,35151.34069
United Kingdom,GBR,2008,46523.26545,36068.09323
United Kingdom,GBR,2009,38010.10045,34402.96146
United Kingdom,GBR,2010,38709.91166,35740.7372
United Kingdom,GBR,2011,41240.42486,36456.00216
United Kingdom,GBR,2012,41538.30726,37477.80229
United Kingdom,GBR,2013,42407.37101,39016.75868
United States,USA,2003,39677.19835,39677.19835
United States,USA,2004,41921.80976,41921.80976
United States,USA,2005,44307.92058,44307.92058
United States,USA,2006,46437.06712,46437.06712
United States,USA,2007,48061.53766,48061.53766
United States,USA,2008,48401.42734,48401.42734
United States,USA,2009,47001.55535,47001.55535
United States,USA,2010,48373.87882,48373.87882
United States,USA,2011,49790.66548,49790.66548
United States,USA,2012,51450.1223,51450.1223
United States,USA,2013,52787.02695,52787.02695
United States Virgin Islands,VIR,2003,31947.07869,
United States Virgin Islands,VIR,2004,35192.21862,
United States Virgin Islands,VIR,2004,35192.21862,
United States Virgin Islands,VIR,2005,41154.05653,
United States Virgin Islands,VIR,2006,41819.87001,
United States Virgin Islands,VIR,2007,44711.09539,
United States Virgin Islands,VIR,2008,39685.87463,
United States Virgin Islands,VIR,2009,39388.23133,
United States Virgin Islands,VIR,2010,40831.11408,
United States Virgin Islands,VIR,2011,40072.22264,
United States Virgin Islands,VIR,2012,38898.12396,
United States Virgin Islands,VIR,2013,35937.63426,
Uruguay,URY,2003,3622.052284,9654.336692
Uruguay,URY,2004,4117.308853,10421.03573
Uruguay,URY,2005,5220.951116,11553.51551
Uruguay,URY,2006,5877.876078,12376.3366
Uruguay,URY,2007,7009.697046,13501.6028
Uruguay,URY,2008,9062.312164,14705.55174
Uruguay,URY,2009,9415.170386,15391.19699
Uruguay,URY,2010,11938.212,16736.85103
Uruguay,URY,2011,14166.49908,17904.74582
Uruguay,URY,2012,15092.06819,18817.74196
Uruguay,URY,2013,16881.20568,19942.50405
Uzbekistan,UZB,2003,396.129969,2288.356703
Uzbekistan,UZB,2004,465.1198869,2503.279375
Uzbekistan,UZB,2005,546.7768502,2732.716951
Uzbekistan,UZB,2006,654.2838373,2985.636057
Uzbekistan,UZB,2007,830.4076942,3321.566762
Uzbekistan,UZB,2008,1082.286025,3632.740121
Uzbekistan,UZB,2009,1213.265328,3890.610174
Uzbekistan,UZB,2010,1377.08214,4153.938846
Uzbekistan,UZB,2011,1564.966945,4469.997484
Uzbekistan,UZB,2012,1740.468298,4853.649706
Uzbekistan,UZB,2013,1907.551233,5244.04938
Vanuatu,VUT,2003,1580.502724,2105.43081
Vanuatu,VUT,2004,1787.947023,2192.458133
Vanuatu,VUT,2005,1886.433359,2323.514575
Vanuatu,VUT,2006,2047.097823,2533.92305
Vanuatu,VUT,2007,2393.367265,2669.779208
Vanuatu,VUT,2008,2697.961375,2828.415927
Vanuatu,VUT,2009,2643.441423,2874.841509
Vanuatu,VUT,2010,2965.802434,2888.398273
Vanuatu,VUT,2011,3275.091684,2915.299885
Vanuatu,VUT,2012,3158.58688,2952.568516
Vanuatu,VUT,2013,3167.343056,2990.96474
Venezuela,VEN,2003,3232.524276,9957.685837
Venezuela,VEN,2004,4271.372404,11891.62467
Venezuela,VEN,2005,5432.688675,13309.69764
Venezuela,VEN,2006,6735.797588,14821.148
Venezuela,VEN,2007,8318.803399,16276.92563
Venezuela,VEN,2008,11227.23138,17192.91545
Venezuela,VEN,2009,11536.14939,16507.34135
Venezuela,VEN,2010,13545.20584,16210.28996
Venezuela,VEN,2011,10741.57638,16981.33549
Venezuela,VEN,2012,12755.00008,18004.46532
Venezuela,VEN,2013,12237.22406,18281.19297
Vietnam,VNM,2003,530.8618505,2590.294311
Vietnam,VNM,2004,606.9043783,2828.047516
Vietnam,VNM,2005,699.4997775,3102.936693
Vietnam,VNM,2006,796.6715738,3383.69504
Vietnam,VNM,2007,919.2092656,3681.316118
Vietnam,VNM,2008,1164.612525,3924.101329
Vietnam,VNM,2009,1232.369674,4123.425804
Vietnam,VNM,2010,1333.583524,4395.510163
Vietnam,VNM,2011,1542.670436,4715.886349
Vietnam,VNM,2012,1754.547974,5000.764854
Vietnam,VNM,2013,1907.564382,5300.32607
Yemen,YEM,2003,605.1647335,3360.66843
Yemen,YEM,2004,693.0835669,3490.716252
Yemen,YEM,2005,813.9643857,3699.915248
Yemen,YEM,2006,901.7599875,3827.095212
Yemen,YEM,2007,995.6284828,3949.783998
Yemen,YEM,2008,1203.720733,4061.241117
Yemen,YEM,2009,1093.812918,4135.865264
Yemen,YEM,2010,1309.23196,4388.144847
Yemen,YEM,2011,1349.42025,3805.237994
Yemen,YEM,2012,1421.171575,3863.289475
Yemen,YEM,2013,1580.181601,4007.8267
Zambia,ZMB,2003,429.1583434,1916.105741
Zambia,ZMB,2004,530.2772217,2051.607433
Zambia,ZMB,2005,691.3178164,2210.472268
Zambia,ZMB,2006,1030.154199,2392.690039
Zambia,ZMB,2007,1104.587985,2589.897156
Zambia,ZMB,2008,1369.068249,2768.423449
Zambia,ZMB,2009,1139.110233,2961.99056
Zambia,ZMB,2010,1463.213573,3212.941881
Zambia,ZMB,2011,1644.619672,3361.112069
Zambia,ZMB,2012,1734.930612,3574.05852
Zambia,ZMB,2013,1850.793359,3701.392674
Zimbabwe,ZWE,2003,453.3511552,1601.597426
Zimbabwe,ZWE,2004,454.3606654,1532.64379
Zimbabwe,ZWE,2005,444.7605075,1472.877759
Zimbabwe,ZWE,2006,414.796232,1445.005143
Zimbabwe,ZWE,2007,396.9982166,1407.216442
Zimbabwe,ZWE,2008,325.6785703,1161.389245
Zimbabwe,ZWE,2009,605.824121,1248.901134
Zimbabwe,ZWE,2010,713.6035062,1430.860889
Zimbabwe,ZWE,2011,839.0927936,1663.456376
Zimbabwe,ZWE,2012,955.648466,1882.237978
Zimbabwe,ZWE,2013,1011.227396,1967.474077
